"County","FIPS","Year","Occupation","Business Type","Measure Type","Variable","Value"
"Windham County","09015","2010-2014","Management, business, science, and arts","Total","Number","Margins of Error",849
"Windham County","09015","2010-2014","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Employment",3.7
"Windham County","09015","2010-2014","Management, business, science, and arts","Self-Employed, Incorporated","Percent","Margins of Error",0.9
"Windham County","09015","2010-2014","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Employment",6
"Windham County","09015","2010-2014","Management, business, science, and arts","Self-Employed, Not Incorporated","Percent","Margins of Error",1.1
"Windham County","09015","2010-2014","Management, business, science, and arts","Government","Percent","Employment",26.4
"Windham County","09015","2010-2014","Management, business, science, and arts","Government","Percent","Margins of Error",2
"Windham County","09015","2010-2014","Management, business, science, and arts","Private, Profit","Percent","Employment",45.6
"Windham County","09015","2010-2014","Management, business, science, and arts","Private, Profit","Percent","Margins of Error",2.3
"Windham County","09015","2010-2014","Management, business, science, and arts","Private, Not-for-profit","Percent","Employment",18.2
"Windham County","09015","2010-2014","Management, business, science, and arts","Private, Not-for-profit","Percent","Margins of Error",2.3
"Windham County","09015","2010-2014","Service","Total","Number","Employment",11791
"Windham County","09015","2010-2014","Service","Total","Number","Margins of Error",737
"Windham County","09015","2010-2014","Service","Self-Employed, Incorporated","Percent","Employment",1.6
"Windham County","09015","2010-2014","Service","Self-Employed, Incorporated","Percent","Margins of Error",0.7
"Windham County","09015","2010-2014","Service","Self-Employed, Not Incorporated","Percent","Employment",7.8
"Windham County","09015","2010-2014","Service","Self-Employed, Not Incorporated","Percent","Margins of Error",1.7
"Windham County","09015","2010-2014","Service","Government","Percent","Employment",17.2
"Windham County","09015","2010-2014","Service","Government","Percent","Margins of Error",2.6
"Windham County","09015","2010-2014","Service","Private, Profit","Percent","Employment",61.3
"Windham County","09015","2010-2014","Service","Private, Profit","Percent","Margins of Error",3.2
"Windham County","09015","2010-2014","Service","Private, Not-for-profit","Percent","Employment",12.1
"Windham County","09015","2010-2014","Service","Private, Not-for-profit","Percent","Margins of Error",2.3
"Windham County","09015","2010-2014","Sales and office","Total","Number","Employment",13705
"Windham County","09015","2010-2014","Sales and office","Total","Number","Margins of Error",774
"Windham County","09015","2010-2014","Sales and office","Self-Employed, Incorporated","Percent","Employment",1.7
"Windham County","09015","2010-2014","Sales and office","Self-Employed, Incorporated","Percent","Margins of Error",0.8
"Windham County","09015","2010-2014","Sales and office","Self-Employed, Not Incorporated","Percent","Employment",3.9
"Windham County","09015","2010-2014","Sales and office","Self-Employed, Not Incorporated","Percent","Margins of Error",1.4
"Windham County","09015","2010-2014","Sales and office","Government","Percent","Employment",11.7
"Windham County","09015","2010-2014","Sales and office","Government","Percent","Margins of Error",1.6
"Windham County","09015","2010-2014","Sales and office","Private, Profit","Percent","Employment",75.9
"Windham County","09015","2010-2014","Sales and office","Private, Profit","Percent","Margins of Error",2.6
"Windham County","09015","2010-2014","Sales and office","Private, Not-for-profit","Percent","Employment",6.9
"Windham County","09015","2010-2014","Sales and office","Private, Not-for-profit","Percent","Margins of Error",1.5
"Windham County","09015","2010-2014","Natural resources, construction, and maintenance","Total","Number","Employment",5966
"Windham County","09015","2010-2014","Natural resources, construction, and maintenance","Total","Number","Margins of Error",495
"Windham County","09015","2010-2014","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Employment",4.6
"Windham County","09015","2010-2014","Natural resources, construction, and maintenance","Self-Employed, Incorporated","Percent","Margins of Error",2
"Windham County","09015","2010-2014","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Employment",14.3
"Windham County","09015","2010-2014","Natural resources, construction, and maintenance","Self-Employed, Not Incorporated","Percent","Margins of Error",3
"Windham County","09015","2010-2014","Natural resources, construction, and maintenance","Government","Percent","Employment",11.8
"Windham County","09015","2010-2014","Natural resources, construction, and maintenance","Government","Percent","Margins of Error",2.9
"Windham County","09015","2010-2014","Natural resources, construction, and maintenance","Private, Profit","Percent","Employment",64.9
"Windham County","09015","2010-2014","Natural resources, construction, and maintenance","Private, Profit","Percent","Margins of Error",5.7
"Windham County","09015","2010-2014","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Employment",4.5
"Windham County","09015","2010-2014","Natural resources, construction, and maintenance","Private, Not-for-profit","Percent","Margins of Error",5
"Windham County","09015","2010-2014","Production, transportation, and material moving","Total","Number","Employment",8148
"Windham County","09015","2010-2014","Production, transportation, and material moving","Total","Number","Margins of Error",653
"Windham County","09015","2010-2014","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Employment",0.9
"Windham County","09015","2010-2014","Production, transportation, and material moving","Self-Employed, Incorporated","Percent","Margins of Error",0.5
"Windham County","09015","2010-2014","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Employment",2
"Windham County","09015","2010-2014","Production, transportation, and material moving","Self-Employed, Not Incorporated","Percent","Margins of Error",0.8
"Windham County","09015","2010-2014","Production, transportation, and material moving","Government","Percent","Employment",5
"Windham County","09015","2010-2014","Production, transportation, and material moving","Government","Percent","Margins of Error",1.4
"Windham County","09015","2010-2014","Production, transportation, and material moving","Private, Profit","Percent","Employment",89.9
"Windham County","09015","2010-2014","Production, transportation, and material moving","Private, Profit","Percent","Margins of Error",2
"Windham County","09015","2010-2014","Production, transportation, and material moving","Private, Not-for-profit","Percent","Employment",2.1
"Windham County","09015","2010-2014","Production, transportation, and material moving","Private, Not-for-profit","Percent","Margins of Error",1.2
"Windham County","09015","2011-2015","All","Total","Number","Employment",58842
"Windham County","09015","2011-2015","All","Total","Number","Margins of Error",941
"Windham County","09015","2011-2015","All","Self-Employed, Incorporated","Percent","Employment",2.4
"Windham County","09015","2011-2015","All","Self-Employed, Incorporated","Percent","Margins of Error",0.5
"Windham County","09015","2011-2015","All","Self-Employed, Not Incorporated","Percent","Employment",5.9
"Windham County","09015","2011-2015","All","Self-Employed, Not Incorporated","Percent","Margins of Error",0.7
"Windham County","09015","2011-2015","All","Government","Percent","Employment",16.3
"Windham County","09015","2011-2015","All","Government","Percent","Margins of Error",1.2
"Windham County","09015","2011-2015","All","Private, Profit","Percent","Employment",64.6
"Windham County","09015","2011-2015","All","Private, Profit","Percent","Margins of Error",1.4
